,stu_id,com_id,category_id,name,description,rule,main_img,port_img,cad_img,floor,tag_id,tag_name,new_tag1,new_tag2,extend_tag,extend_tag_sim
82,825,88@sample.com,1,삼성동_코엑스_앞_피자펍_공간대여,삼성동 코엑스 근처 피자펍에서 특별한 순간과 추억을 만들 수 있는 공간을 대여합니다.,삼성동 코엑스 근처 피자펍에서 특별한 순간과 추억을 만들 수 있는 공간을 대여합니다.,"25_0_삼성동_코엑스_앞_피자펍_공간대여.jpg,25_1_삼성동_코엑스_앞_피자펍_공간대여.jpg,25_2_삼성동_코엑스_앞_피자펍_공간대여.jpg","25_3_삼성동_코엑스_앞_피자펍_공간대여.jpg,25_4_삼성동_코엑스_앞_피자펍_공간대여.jpg,25_5_삼성동_코엑스_앞_피자펍_공간대여.jpg",NaN,1.0,[114],['조명'],"['특별한', '피자펍', '코엑스', '삼성동', '근처', '공간', '순간', '추억', '조명']","['특별한', '피자펍', '코엑스', '삼성동', '근처', '공간', '순간', '추억']","['공간', '다양한', '주차', '카페', '공간', '활용', '다양한', '카페', '주차장', '사무실', '다양한', '공간']","[0.3672688603401184, 0.35320407152175903, 0.3511345386505127, 0.4103703796863556, 0.40954720973968506, 0.397116094827652, 0.6307618618011475, 0.6297639608383179, 0.6108304858207703, 0.3308109641075134, 0.3195279836654663, 0.3082585632801056]"
83,826,11@sample.com,1,파티룸_빈티지갤럭시,"지하에 위치해 소음에서 자유롭고
25평의 넓은 공간을 활용하여 촬영하실 수 있습니다.
충북대 후문에서 도보 10분거리의 개신동에 위치해있습니다.
주방시설 및 빔프로젝터 등의 시설이 구비되어 있습니다~!","지하에 위치해 소음에서 자유롭고
25평의 넓은 공간을 활용하여 촬영하실 수 있습니다.
충북대 후문에서 도보 10분거리의 개신동에 위치해있습니다.
주방시설 및 빔프로젝터 등의 시설이 구비되어 있습니다~!","26_0_파티룸_빈티지갤럭시.jpg,26_1_파티룸_빈티지갤럭시.jpg,26_2_파티룸_빈티지갤럭시.jpg","26_3_파티룸_빈티지갤럭시.jpg,26_4_파티룸_빈티지갤럭시.jpg,26_5_파티룸_빈티지갤럭시.jpg",NaN,-1.0,[115],['조명'],"['소음', '활용', '주방', '개신동', '촬영', '지하', '자유', '넓은', '후문', '시설', '충북대', '공간', '도보', '프로젝터', '평의', '구비', '조명']","['소음', '활용', '주방', '개신동', '촬영', '지하', '자유', '넓은', '후문', '충북대', '공간', '도보', '프로젝터', '시설', '평의', '구비']","['거리', '공간', '카페', '공간', '공간', '아늑하고', '공간', '거실', '다양한', '공간', '영화', '좋은', '높은', '욕실']","[0.3439343571662903, 0.5975755453109741, 0.5181074142456055, 0.570769727230072, 0.49359115958213806, 0.19566543400287628, 0.4817923903465271, 0.28515398502349854, 0.6307618618011475, 0.43845829367637634, 0.29877886176109314, 0.3906976282596588, 0.20862947404384613, 0.19628576934337616]"
84,827,88@sample.com,1,소울파파뮤직스튜디오,"강남역,양재 뱅뱅사거리 부근위치한 24시간 디제잉연습실","강남역,양재 뱅뱅사거리 부근위치한 24시간 디제잉연습실","27_0_소울파파뮤직스튜디오.jpg,27_1_소울파파뮤직스튜디오.jpg,27_2_소울파파뮤직스튜디오.jpg","27_3_소울파파뮤직스튜디오.jpg,27_4_소울파파뮤직스튜디오.jpg,27_5_소울파파뮤직스튜디오.jpg",NaN,-1.0,[116],['조명'],"['양재', '뱅뱅', '강남역', '사거리', '부근', '연습실', '조명', '디제잉']","['양재', '뱅뱅', '강남역', '사거리', '부근', '연습실', '디제잉']","['주변', '싱크대', '요청', '월길', '건축', '대화', '소품', '다양한', '최상', '드라마', '작은', '파티']","[0.21634294092655182, 0.2089937925338745, 0.18874095380306244, 0.1746804267168045, 0.1574280709028244, 0.15436513721942902, 0.27281373739242554, 0.2683318555355072, 0.25832599401474, 0.28016069531440735, 0.26232460141181946, 0.24987468123435974]"
85,828,88@sample.com,1,망원동_핸즈온,"✋ 핸즈온[hands-on]
- (말만 하지 않고) 직접 해 보는, 실습, 실천.
- involving or offering active participation rather than theory.

• 파티, 전시, 촬영, 아지트, 영화관람, 아트클래스 등 각종 모임 용도로 이용 가능하십니다 - 핸즈온에서는 어떤 것이든 환영! ☺

• 공간을 이용자님 취향/컨텐츠에 맞게 직접(hands-on) 꾸며 사용하셔도 됩니다 : )

• 핸즈온 코앞 즐길 거리: 한강 / 망원시장 / 월드컵시장 / 맛집","✋ 핸즈온[hands-on]
- (말만 하지 않고) 직접 해 보는, 실습, 실천.
- involving or offering active participation rather than theory.

• 파티, 전시, 촬영, 아지트, 영화관람, 아트클래스 등 각종 모임 용도로 이용 가능하십니다 - 핸즈온에서는 어떤 것이든 환영! ☺

• 공간을 이용자님 취향/컨텐츠에 맞게 직접(hands-on) 꾸며 사용하셔도 됩니다 : )

• 핸즈온 코앞 즐길 거리: 한강 / 망원시장 / 월드컵시장 / 맛집","28_0_망원동_핸즈온.jpg,28_1_망원동_핸즈온.jpg,28_2_망원동_핸즈온.jpg","28_3_망원동_핸즈온.jpg,28_4_망원동_핸즈온.jpg,28_5_망원동_핸즈온.jpg",NaN,-1.0,[117],['조명'],"['한강', '전시', '컨텐츠', '망원', '핸즈온', '맛집', '조명', '클래스', '영화', '아트', '가능하십니다', '월드컵', '공간', '관람', '파티', '실천', '용도', '이용자', '아지트', '시장', '코앞', '거리', '모임', '어떤', '촬영', '취향', '실습', '환영', '사용']","['한강', '전시', '컨텐츠', '망원', '핸즈온', '맛집', '클래스', '영화', '아트', '가능하십니다', '월드컵', '공간', '관람', '파티', '실천', '용도', '이용자', '아지트', '시장', '코앞', '거리', '모임', '어떤', '촬영', '취향', '실습', '환영', '사용']","['한강', '영화', '전시', '공간', '컨텐츠', '영업', '망원', '회의', '핸즈온', '잔디', '맛집', '테라스', '클래스', '좋은', '영화', '카페', '아트', '카페', '가능하십니다', '루프', '월드컵', '공간', '다양한', '관람', '협의', '파티', '거리', '실천', '장점', '용도', '음악', '이용자', '대형', '아지트', '오래된', '시장', '공간', '코앞', '거리', '카페', '모임', '공간', '어떤', '싱크대', '촬영', '공간', '취향', '주차장', '실습', '야경', '환영', '지하', '사용', '공간']","[0, 0.23834264278411865, 0, 0.3840559422969818, 0, 0.3119986653327942, 0, 0.1710585504770279, 0, 0.16760984063148499, 0, 0.2690249979496002, 0, 0.42486995458602905, 0, 0.5093438625335693, 0, 0.4147968590259552, 0, 0.2597291171550751, 0, 0, 0.6307618618011475, 0, 0.2991858124732971, 0, 0.5002131462097168, 0, 0.16398034989833832, 0, 0.3068271279335022, 0, 0.20483236014842987, 0, 0.19186155498027802, 0, 0.32242175936698914, 0, 0, 0.5813907980918884, 0, 0.532926619052887, 0, 0.21496163308620453, 0, 0.570769727230072, 0, 0.38628217577934265, 0, 0.19322971999645233, 0, 0.27243828773498535, 0, 0.5679715275764465]"
86,829,88@sample.com,1,라운지물랑,한강뷰 스튜디오 & 이벤트룸 라운지 물랑 입니다.,한강뷰 스튜디오 & 이벤트룸 라운지 물랑 입니다.,"29_0_라운지물랑.jpg,29_1_라운지물랑.jpg,29_2_라운지물랑.jpg","29_3_라운지물랑.jpg,29_4_라운지물랑.jpg,29_5_라운지물랑.jpg",NaN,7.0,[118],['조명'],"['한강', '스튜디오', '물랑', '라운지', '조명', '이벤트']","['한강', '스튜디오', '물랑', '라운지', '이벤트']",[],[]
87,833,11@sample.com,3,미드센츄리_감성의_빈티지_스튜디오_화이트브릭,"일산 조용한 주택가에 위치한 미드센츄리 빈티지 스타일의 스튜디오입니다.

-오리지널 디자이너의 가구와 조명, 빈티지 소품으로 채워진 감성 넘치는 공간입니다.
-1층에 위치하여 목조 데크 등 외부공간을 자유롭게 사용하실 수 있으며
요청시 카페 느낌이 나도록 외부 테이블도 비치해 드립니다.
-전면창으로는 8-12시, 키친의 창으로는 12-3시에 채광이 좋은편입니다
-소품 등은 수시로 바뀔 수 있으니, 원하시는 소품이 있으시면 사전에 말씀해 주세요.
-기본 6인, 4인 테이블이 있으며 6인 테이블을 추가로 놓을 수 있어, 브라이덜샤워나 생일파티 등의 소규모모임 용으로 활용하실수 있습니다.(별도요청)

-3인 기준 가격으로 1인 추가시 시간당 5,000씩 추가됩니다.

스케쥴표는 아래 링크에서 확인해 주세요
https://calendar.google.com/calendar/embed?src=whitebrick.apt%40gmail.com&ctz=Asia%2FSeoul


주차 1대 가능

** 소품등은 자유롭게 이동하여 사용하실 수 있으나 파손 및 분실시에는 동일금액 청구됩니다.","일산 조용한 주택가에 위치한 미드센츄리 빈티지 스타일의 스튜디오입니다.

-오리지널 디자이너의 가구와 조명, 빈티지 소품으로 채워진 감성 넘치는 공간입니다.
-1층에 위치하여 목조 데크 등 외부공간을 자유롭게 사용하실 수 있으며
요청시 카페 느낌이 나도록 외부 테이블도 비치해 드립니다.
-전면창으로는 8-12시, 키친의 창으로는 12-3시에 채광이 좋은편입니다
-소품 등은 수시로 바뀔 수 있으니, 원하시는 소품이 있으시면 사전에 말씀해 주세요.
-기본 6인, 4인 테이블이 있으며 6인 테이블을 추가로 놓을 수 있어, 브라이덜샤워나 생일파티 등의 소규모모임 용으로 활용하실수 있습니다.(별도요청)

-3인 기준 가격으로 1인 추가시 시간당 5,000씩 추가됩니다.

스케쥴표는 아래 링크에서 확인해 주세요
htt","3_0_미드센츄리_감성의_빈티지_스튜디오_화이트브릭.jpg,3_1_미드센츄리_감성의_빈티지_스튜디오_화이트브릭.jpg,3_2_미드센츄리_감성의_빈티지_스튜디오_화이트브릭.jpg","3_3_미드센츄리_감성의_빈티지_스튜디오_화이트브릭.jpg,3_4_미드센츄리_감성의_빈티지_스튜디오_화이트브릭.jpg,3_5_미드센츄리_감성의_빈티지_스튜디오_화이트브릭.jpg",NaN,1.0,[195],['vlog'],"['브라', '테이블', '전면', '감성', '링크', '이동', '주차', '있으시면', '디자이너', '사전', '채광', '아래', '조명', '기본', '비치', '넘치는', '키친', '츄리', '목조', '가격', '조용한', '공간', '확인', '동일', '기준', '자유롭게', '주택가', '스타일', '스케쥴', '스튜디오', '샤워', '파티', '활용', '청구', '소품', '금액', '카페', '좋은', '리지', '편입', '느낌', '요청', '소규모', '외부', '모임', '파손', '미드', '가구', '추가', '일산', '빈티', '생일', '데크', '있으나', '사용', '가시']","['브라', '테이블', '전면', '감성', '링크', '이동', '주차', '디자이너', '있으시면', '사전', '채광', '아래', '조명', '기본', '비치', '넘치는', '키친', '츄리', '목조', '가격', '조용한', '공간', '확인', '동일', '기준', '자유롭게', '주택가', '스타일', '스케쥴', '스튜디오', '샤워', '파티', '활용', '청구', '소품', '금액', '카페', '좋은', '리지', '편입', '느낌', '요청', '소규모', '외부', '모임', '파손', '미드', '가구', '추가', '일산', '빈티', '생일', '데크', '있으나', '사용', '가시']","['브라', '테이블', '모든', '전면', '주방', '감성', '사무실', '링크', '이동', '테이블', '주차', '카페', '디자이너', '있으시면', '사전', '거리', '채광', '주차장', '아래', '블랙', '조명', '주변', '기본', '협의', '비치', '공간', '넘치는', '좋은', '키친', '인테리어', '츄리', '목조', '이상', '가격', '공간', '조용한', '좋은', '공간', '다양한', '확인', '동일', '기준', '화보', '자유롭게', '공간', '주택가', '로서', '스타일', '촬영', '스케쥴', '모니터', '스튜디오', '공간', '샤워', '심플', '파티', '거리', '활용', '공간', '청구', '소품', '선호', '금액', '카페', '공간', '좋은', '카페', '리지', '소파', '편입', '사무실', '느낌', '공간', '요청', '강남역', '소규모', '사무실', '외부', '카페', '모임', '공간', '파손', '미드', '가구', '공간', '추가', '카페', '일산', '상태', '빈티', '장소', '생일', '주차장', '데크', '드레스', '있으나', '오프라인', '사용', '공간', '가시']","[0, 0, 0.3534085154533386, 0, 0.23170167207717896, 0, 0.40416842699050903, 0, 0, 0.23200270533561707, 0, 0.5410494208335876, 0, 0, 0, 0.26045143604278564, 0, 0.3819846510887146, 0, 0.20126646757125854, 0, 0.4961457848548889, 0, 0.3204669654369354, 0, 0.3263295888900757, 0, 0.26599961519241333, 0, 0.22777774930000305, 0, 0, 0.1958620250225067, 0, 0.41578108072280884, 0, 0.4193916916847229, 0, 0.6307618618011475, 0, 0, 0, 0.20283833146095276, 0, 0.2875947058200836, 0, 0.19760741293430328, 0, 0.35139408707618713, 0, 0.2253563404083252, 0, 0.5000731348991394, 0, 0.2255384922027588, 0, 0.5002131462097168, 0, 0.5975755453109741, 0, 0, 0.4828696846961975, 0, 0, 0.6297639012336731, 0, 0.5783331990242004, 0, 0.1796448975801468, 0, 0.280812531709671, 0, 0.5687322020530701, 0, 0.18874096870422363, 0, 0.1996999830007553, 0, 0.47140100598335266, 0, 0.532926619052887, 0, 0, 0, 0.5379390120506287, 0, 0.390427827835083, 0, 0.219937264919281, 0, 0.30317118763923645, 0, 0.31535443663597107, 0, 0.17563585937023163, 0, 0.2057298868894577, 0, 0.5679715275764465, 0]"
88,835,11@sample.com,3,브이로그_감성이_살아있는_연남그방_A룸,"안녕하세요 연남그방입니다 :)
주변은 조용하고 엘레베이터가 있는 신축 빌라 입니다.
방2개,화장실1개,주방,거실 있습니다 :)
(뷰티 여성용품, 바이럴촬영, 생활제품, sns 유튜브 영상촬영, 웹드라마, 쇼핑몰 촬영)","안녕하세요 연남그방입니다 :)
주변은 조용하고 엘레베이터가 있는 신축 빌라 입니다.
방2개,화장실1개,주방,거실 있습니다 :)
(뷰티 여성용품, 바이럴촬영, 생활제품, sns 유튜브 영상촬영, 웹드라마, 쇼핑몰 촬영)","5_0_브이로그_감성이_살아있는_연남그방_A룸.jpg,5_1_브이로그_감성이_살아있는_연남그방_A룸.jpg,5_2_브이로그_감성이_살아있는_연남그방_A룸.jpg","5_3_브이로그_감성이_살아있는_연남그방_A룸.jpg,5_4_브이로그_감성이_살아있는_연남그방_A룸.jpg,5_5_브이로그_감성이_살아있는_연남그방_A룸.jpg",NaN,3.0,[197],['vlog'],"['제품', '여성', '바이럴', '조용하고', '연남', '주변', '주방', '뷰티', '거실', '신축', '드라마', '유튜브', '용품', '영상', '생활', '엘레베이터', '촬영', '쇼핑몰', '빌라']","['제품', '여성', '바이럴', '조용하고', '연남', '주변', '주방', '뷰티', '거실', '신축', '드라마', '유튜브', '용품', '영상', '생활', '엘레베이터', '촬영', '쇼핑몰', '빌라']","['주차', '내부', '외부', '복층', '공간', '카페', '영상', '촬영', '내부', '공간', '카페', '엘레베이터', '공간', '신내동', '야경', '공간', '사무실', '사무실']","[0.32194459438323975, 0.17928090691566467, 0.21392546594142914, 0.20635338127613068, 0.5990744829177856, 0.5181074142456055, 0.24898532032966614, 0.4972902536392212, 0.2957639992237091, 0.4259399473667145, 0.300666481256485, 0.2279006540775299, 0.5266675353050232, 0.1964670568704605, 0.2873899042606354, 0.570769727230072, 0.4266185164451599, 0.31031686067581177]"
89,837,44@sample.com,3,우드&크림화이트_따뜻한_채광을_가지고있는_님만홈_in연남,"안녕하세요 :) 연남그방_님만홈입니다.

방3개, 화장실1개, 주방, 넓은 거실 있습니다.
채광이 좋아 촬영하기에 좋구요. 넓기 때문에 촬영하시기에 좋을것같아요:)
(드라마, 뷰티 여성용품, 바이럴촬영, 생활제품, sns 유튜브 영상촬영, 웹드라마, 쇼핑몰 촬영)","안녕하세요 :) 연남그방_님만홈입니다.

방3개, 화장실1개, 주방, 넓은 거실 있습니다.
채광이 좋아 촬영하기에 좋구요. 넓기 때문에 촬영하시기에 좋을것같아요:)
(드라마, 뷰티 여성용품, 바이럴촬영, 생활제품, sns 유튜브 영상촬영, 웹드라마, 쇼핑몰 촬영)","7_0_우드&크림화이트_따뜻한_채광을_가지고있는_님만홈_in연남.jpg,7_1_우드&크림화이트_따뜻한_채광을_가지고있는_님만홈_in연남.jpg,7_2_우드&크림화이트_따뜻한_채광을_가지고있는_님만홈_in연남.jpg","7_3_우드&크림화이트_따뜻한_채광을_가지고있는_님만홈_in연남.jpg,7_4_우드&크림화이트_따뜻한_채광을_가지고있는_님만홈_in연남.jpg,7_5_우드&크림화이트_따뜻한_채광을_가지고있는_님만홈_in연남.jpg",NaN,3.0,[199],['vlog'],"['제품', '여성', '바이럴', '때문', '연남', '채광', '좋구요', '주방', '넓은', '뷰티', '같아요', '거실', '좋을것', '드라마', '유튜브', '용품', '영상', '생활', '촬영', '쇼핑몰', '좋아', '넓기']","['제품', '여성', '때문', '바이럴', '연남', '채광', '좋구요', '주방', '넓은', '뷰티', '같아요', '거실', '좋을것', '드라마', '유튜브', '용품', '영상', '생활', '촬영', '쇼핑몰', '좋아', '넓기']","['주차', '내부', '주방', '외부', '복층', '주차장', '카페', '공간', '영상', '카페', '촬영', '공간', '카페', '엘레베이터', '공간', '신내동', '공간', '사무실', '많은']","[0.32194459438323975, 0.17928090691566467, 0.2690838873386383, 0.21392546594142914, 0.20635338127613068, 0.3819846510887146, 0.5181074142456055, 0.4817923903465271, 0.24898532032966614, 0.3302150368690491, 0.4972902536392212, 0.4259399473667145, 0.300666481256485, 0.2279006540775299, 0.5266675353050232, 0.1964670568704605, 0.570769727230072, 0.4266185164451599, 0.2005968689918518]"
90,840,44@sample.com,3,시매,"해방촌 언저리에 있는 작은 옥탑방이예요.

방문이 없는 투룸 과 주방 공간으로 나뉘어져 있어요.
총 3가지 공간으로 보시면 될 것 같아요.

큰 우드 들창이 있는 공간은 햇빛이 예쁘게 들어와요.
우드 벤치와 테이블에 앉아서 촬영하기 좋아요.

나머지 한 방은 해는 잘 들어오지 않지만 어두운 느낌으로 촬영하기 좋더라구요. 주방은 제일 신경 많이써서 공사한 곳이라 좁지만 특색있는 앵글이 나와요.

단독 옥상도 사용 가능해서 여러모로 다양한 촬영이 가능할거라 생각되요.

음식 사진이 테이블 위에서 아주 예쁘게 나오는 편이고, 집 안에 거울도 많아서 개인 쇼핑몰 하시는 분들에게도 적합하다고 예상되네요. 소품이나 의류 및 음식 사진 찍기에 적합한 편입니다.","해방촌 언저리에 있는 작은 옥탑방이예요.

방문이 없는 투룸 과 주방 공간으로 나뉘어져 있어요.
총 3가지 공간으로 보시면 될 것 같아요.

큰 우드 들창이 있는 공간은 햇빛이 예쁘게 들어와요.
우드 벤치와 테이블에 앉아서 촬영하기 좋아요.

나머지 한 방은 해는 잘 들어오지 않지만 어두운 느낌으로 촬영하기 좋더라구요. 주방은 제일 신경 많이써서 공사한 곳이라 좁지만 특색있는 앵글이 나와요.

단독 옥상도 사용 가능해서 여러모로 다양한 촬영이 가능할거라 생각되요.

음식 사진이 테이블 위에서 아주 예쁘게 나오는 편이고, 집 안에 거울도 많아서 개인 쇼핑몰 하시는 분들에게도 적합하다고 예상되네요. 소품이나 의류 및 음식 사진 찍기에 적합한 편입니다.","10_0_시매.jpg,10_1_시매.jpg,10_2_시매.jpg","10_3_시매.jpg,10_4_시매.jpg,10_5_시매.jpg",NaN,4.0,[202],['vlog'],"['테이블', '투룸', '좁지만', '제일', '두운', '편이', '가지', '단독', '모로', '신경', '햇빛', '방문', '생각', '우드', '개인', '많아서', '주방', '가능할거라', '공간', '같아요', '거울', '앵글', '옥탑방', '적합하다고', '좋더라구요', '음식', '소품', '벤치', '의류', '편입', '느낌', '예상', '적합한', '옥상', '다양한', '촬영', '나머지', '공사', '찍기', '쇼핑몰', '예쁘게', '보시', '특색', '작은', '저리', '해방촌', '사진', '사용']","['테이블', '투룸', '좁지만', '제일', '두운', '편이', '가지', '단독', '모로', '신경', '햇빛', '방문', '생각', '우드', '개인', '많아서', '주방', '가능할거라', '공간', '같아요', '거울', '앵글', '옥탑방', '적합하다고', '좋더라구요', '음식', '소품', '벤치', '의류', '편입', '느낌', '예상', '적합한', '옥상', '다양한', '촬영', '나머지', '공사', '찍기', '쇼핑몰', '예쁘게', '보시', '특색', '작은', '저리', '해방촌', '사진', '사용']","['테이블', '모든', '투룸', '좁지만', '제일', '두운', '고급', '편이', '활용', '가지', '자연', '단독', '사무실', '모로', '신경', '이외', '햇빛', '예쁜', '방문', '주차장', '생각', '조용한', '우드', '활용', '개인', '작은', '많아서', '주방', '카페', '가능할거라', '공간', '다양한', '같아요', '카페', '거울', '물이', '앵글', '사용', '옥탑방', '건물', '적합하다고', '좋더라구요', '음식', '공간', '소품', '선호', '벤치', '의류', '도보', '편입', '사무실', '느낌', '공간', '예상', '적합한', '미니멀리즘', '옥상', '넓은', '다양한', '공간', '촬영', '공간', '나머지', '부산', '공사', '좋은', '찍기', '문화', '쇼핑몰', '사무실', '예쁘게', '주방', '보시', '특색', '편하게', '작은', '공간', '저리', '해방촌', '카페', '사진', '거리', '사용', '공간']","[0, 0.3534085154533386, 0, 0, 0, 0, 0.22354786098003387, 0, 0.21026091277599335, 0, 0.2754218280315399, 0, 0.21052555739879608, 0, 0, 0.24409577250480652, 0, 0.20973917841911316, 0, 0.3386268615722656, 0, 0.2638323903083801, 0, 0.2313951849937439, 0, 0.2859101891517639, 0, 0, 0.5181074142456055, 0, 0, 0.6307618618011475, 0, 0.3302150368690491, 0, 0.21216623485088348, 0, 0.258939653635025, 0, 0.2632713317871094, 0, 0, 0, 0.4125087857246399, 0, 0.4828696846961975, 0, 0, 0.3314816951751709, 0, 0.280812531709671, 0, 0.5687322020530701, 0, 0, 0.22152221202850342, 0, 0.3323824107646942, 0, 0.6307618618011475, 0, 0.570769727230072, 0, 0.20077216625213623, 0, 0.23203949630260468, 0, 0.23081335425376892, 0, 0.4266185164451599, 0, 0.2318800538778305, 0, 0, 0.1889265924692154, 0, 0.5623679161071777, 0, 0, 0.3091835081577301, 0, 0.4393603801727295, 0, 0.5679715275764465]"
91,855,66@sample.com,6,옥탑바고양이,"안녕하세요. 홍대에 있는 파티룸 옥탑바고양이 입니다. 8층에 위치해 있습니다. 룸은 5평 정도이고, 화장실은 남녀공용으로 하나 입니다. 루프탑 테라스는 25평 정도이며, 홍대 최고의 뷰를 자랑하고 있습니다. (한강, 북한산, 국회의사당,63빌딩 등)","안녕하세요. 홍대에 있는 파티룸 옥탑바고양이 입니다. 8층에 위치해 있습니다. 룸은 5평 정도이고, 화장실은 남녀공용으로 하나 입니다. 루프탑 테라스는 25평 정도이며, 홍대 최고의 뷰를 자랑하고 있습니다. (한강, 북한산, 국회의사당,63빌딩 등)","3_0_옥탑바고양이.jpg,3_1_옥탑바고양이.jpg,3_2_옥탑바고양이.jpg","3_3_옥탑바고양이.jpg,3_4_옥탑바고양이.jpg,3_5_옥탑바고양이.jpg",NaN,8.0,[207],['vlog'],"['옥탑바', '공용', '한강', '국회의사당', '파티', '하나', '북한', '루프', '최고', '자랑', '정도', '고양이', '빌딩', '남녀', '홍대', '테라스']","['옥탑바', '공용', '한강', '국회의사당', '파티', '하나', '북한', '루프', '최고', '자랑', '테라스', '정도', '고양이', '빌딩', '남녀', '홍대']","['야경', '영화', '거리', '가구', '월요일', '카페', '촬영', '카페', '주차장', '공간', '자리', '일반']","[0.28168055415153503, 0.23834264278411865, 0.5002131462097168, 0.2935558557510376, 0.26834964752197266, 0.4572797119617462, 0.25558608770370483, 0.3610711693763733, 0.4376034438610077, 0.4510537087917328, 0.19720575213432312, 0.21810691058635712]"
92,856,44@sample.com,6,빌라_옥상,"서울 중랑구 면목동에 있는 빌라 6층 옥상에 있는 작은 정원입니다
촬영 가능 시간은 365일 가능합니다
촬영시간은 아래층에 부모님께서 거주하시기 때문에 22시 까지 가능하고 소란스럽지 않다면 좀 더 늦게까지 가능합니다","서울 중랑구 면목동에 있는 빌라 6층 옥상에 있는 작은 정원입니다
촬영 가능 시간은 365일 가능합니다
촬영시간은 아래층에 부모님께서 거주하시기 때문에 22시 까지 가능하고 소란스럽지 않다면 좀 더 늦게까지 가능합니다","4_0_빌라_옥상.jpg,4_1_빌라_옥상.jpg,4_2_빌라_옥상.jpg","4_3_빌라_옥상.jpg,4_4_빌라_옥상.jpg,4_5_빌라_옥상.jpg",NaN,6.0,[208],['vlog'],"['정원', '옥상', '거주', '촬영', '때문', '아래층', '빌라', '작은', '가능하고', '소란', '부모님', '서울', '면목동', '중랑구']","['정원', '옥상', '거주', '촬영', '때문', '아래층', '빌라', '작은', '가능하고', '소란', '부모님', '서울', '면목동', '중랑구']","['공간', '넓은', '직선', '공간', '주방', '사무실', '공간', '거실', '카페', '의정부']","[0.35495638847351074, 0.3323824107646942, 0.1943550407886505, 0.570769727230072, 0.2690838873386383, 0.31031686067581177, 0.5623679161071777, 0.22665445506572723, 0.4278656542301178, 0.22319604456424713]"
